Fecha,AÑO,MES,SEMANAS,dia_anio,Dia_J,semana,RACIMOS COSECHADOS,CAJAS PROCESADAS,RACIMOS COSECHADOS_mm_7,CAJAS PROCESADAS_mm_7,RACIMOS COSECHADOS_lag_7,CAJAS PROCESADAS_lag_7,CAJAS PROCESADAS_lag_14,RACIMOS COSECHADOS_lag_14,Velocidad del viento,Precipitación (%),Temp_Air_Mean,Precip_Mean,Relat_Hum_Mean,Temp_Air_Max,Dirección del viento,N,P,K,Zinc micro,Boro micro,PH,Temp_Air_Min,Relat_Hum_Min,Relat_Hum_Max,Precip_Min,Precip_Max,Ra_MJ_m2_dia,Radiacion_Solar_MJ_m2_dia
2012-01-01,2012,1,52,1,1,52,927.15,1084.41,1031.3168692841193,1264.0071057395992,927.1536967689974,1084.4099118642985,1084.4099118642985,927.1536967689974,9.464653397275487,4.668824028858719,27.971186119184445,60.204345179487184,82.7382350613959,30.356115518519935,oeste,4.540579943094414,0.19782968834151504,3.6333775089722025,84.37276862928363,13.661347266609923,6.172183712407875,27.16181505998781,65.52903441016959,77.31916875808987,-1.0019502966823328e-07,265.3468058560451,36.90280081233202,7.0025684612852475
2012-01-02,2012,1,1,2,2,1,1102.11,1615.65,1031.3168692841193,1264.0071057395992,927.1536967689974,1084.4099118642985,1084.4099118642985,927.1536967689974,9.483328173541791,36.158312303061706,28.013708412607876,26.925790014994543,78.3177541511674,28.538042852938922,oeste,3.656944607156515,0.18973165645039353,3.9334843803242587,81.28668114331616,18.163608517037925,6.410541059387186,25.93124246977553,67.95069356464452,85.04941751777032,-1.0807299747903323e-06,325.78136762896133,36.922150612235185,12.401101746837302
2012-01-03,2012,1,1,3,3,1,1358.26,1191.4,1031.3168692841193,1264.0071057395992,927.1536967689974,1084.4099118642985,1084.4099118642985,927.1536967689974,9.310672034219321,28.04850894885142,29.03565335661243,54.340876313935645,79.30087105187589,29.117178810465866,oeste,3.8656140496312212,0.18627863330917568,4.327861904838937,83.39819236252586,14.945497667683194,6.704068924190957,27.882653867317593,68.37906771088541,82.93860432876208,1.1162864018460505e-06,143.82566383768764,37.09447305712516,13.690752331920123
2012-01-04,2012,1,1,4,4,1,820.57,1340.79,1031.3168692841193,1264.0071057395992,927.1536967689974,1084.4099118642985,1084.4099118642985,927.1536967689974,9.741623643052955,34.040792697357055,28.485317779705614,72.06330065341588,81.17621992462861,27.445985917050756,oeste,3.950490023079334,0.18179993713971213,3.8495812903578037,80.69295006509313,15.535811476926343,6.557448878859431,26.365301373597084,71.14246281594339,88.41656693650897,-8.373862090504824e-08,293.19314061710884,36.86981951116347,9.73786207776403
2012-01-05,2012,1,1,5,5,1,1001.53,953.16,1031.3168692841193,1264.0071057395992,927.1536967689974,1084.4099118642985,1084.4099118642985,927.1536967689974,9.675834329694991,45.45740839608683,27.557721533078485,49.031302866401106,75.46795940148783,28.79586118056345,oeste,4.072755704670501,0.2002352754200689,4.16598337205601,81.67030945151645,12.794364234396763,6.390396685427094,26.015510712539083,65.71797227651864,82.2800431429012,9.854377622082016e-07,202.76868428556043,37.21518148605187,10.650789955088822
2012-01-06,2012,1,1,6,6,1,1168.52,1333.43,1031.3168692841193,1264.0071057395992,927.1536967689974,1084.4099118642985,1084.4099118642985,927.1536967689974,9.176338577126442,48.68840472926789,28.29662058550317,19.491216512180202,77.38700124592444,29.833894281422218,oeste,4.1602243160693435,0.1869452627813915,3.7663494754708635,79.94293481819317,14.206144057442295,6.376399838519882,27.11062595402385,68.50338223010363,85.5127922136599,1.778111738313476e-07,159.10426064334877,37.0071063181982,11.696714105480574
2012-01-07,2012,1,1,7,7,1,841.07,1329.2,1031.3168692841193,1264.0071057395992,927.1536967689974,1084.4099118642985,1084.4099118642985,927.1536967689974,8.762868479152857,17.912791793916462,28.550180363971513,41.23772168654375,83.46150497667168,28.02654208730278,oeste,3.557269961912834,0.19750541085267972,3.7884245759078494,77.65372810311534,12.955376214966199,6.367908039788538,26.05630387638161,67.92851182502865,85.22178400833656,-8.899352498248714e-07,469.57730123209217,37.08992679453386,11.534285431921328
2012-01-08,2012,1,1,8,8,1,1244.99,1624.42,1076.722663579813,1341.1512210020996,927.1536967689974,1084.4099118642985,1084.4099118642985,927.1536967689974,8.623857014006015,52.96722559457099,29.054898909537904,47.932069234685414,80.68082527814114,28.08478281883951,oeste,4.327377687785916,0.20140645321458744,3.961216663436961,77.74392900192319,17.469429770930947,6.621365162052152,26.806221708972615,71.52312062325386,87.292001825394,1.4958617358806236e-07,245.25520406991208,37.834666670565,4.025359725209841
2012-01-09,2012,1,2,9,9,2,1057.61,1723.96,1070.3643371225442,1356.6228790390978,1102.113910426047,1615.6543527878305,1084.4099118642985,927.1536967689974,8.921961645417456,21.35973531452452,27.800141322599004,38.666256891900105,80.36673665015284,30.245297670407904,oeste,3.755203562310365,0.22084957385821957,3.6175870206539775,81.13551486202728,15.921297013876618,6.695771013590346,27.731395501867866,72.05939260378962,83.89825704251086,-3.41049689479438e-07,144.9601760403866,37.24644851970371,15.023161078066973
2012-01-10,2012,1,2,10,10,2,1183.2,1712.62,1045.3549182528027,1431.0829286333153,1358.2634295477733,1191.400441555203,1084.4099118642985,927.1536967689974,9.555724734809878,60.31786073008237,28.375332384102343,54.00607854635012,82.97158339412071,28.1684970423978,oeste,4.245648171134887,0.17444058819642522,3.6693069364841904,79.46302412052457,14.439991939061567,6.252124888718697,26.366614513906292,69.83987514273437,80.723274599137,3.6567580168752726e-07,332.31403136257677,37.17971377306166,11.556419412831293
2012-01-11,2012,1,2,11,11,2,1275.05,1420.54,1110.2799745197185,1442.4764352398681,820.5696237258345,1340.7895744689108,1084.4099118642985,927.1536967689974,9.51481955734257,14.443905086949965,28.965665605495843,27.036989574955914,73.79023298845615,28.433345820590972,oeste,4.077922967430254,0.19956813038540663,3.685800575233582,79.84271134309202,12.298723381020997,6.682578261048294,26.710007854776446,69.99178102513761,83.52740033715203,-9.814356731911194e-07,76.81433934673167,37.12072618529233,8.391574844357002
2012-01-12,2012,1,2,12,12,2,1075.84,1696.04,1120.8956471733532,1548.601498800543,1001.5287914015904,953.1643371252209,1084.4099118642985,927.1536967689974,9.158429951368399,17.33253078339353,27.75571994002319,42.999673689648276,76.339093712634,28.96755762126722,oeste,4.0401690831453525,0.2095102939678478,3.8631403735991428,81.01150988790617,14.339944363841354,6.54096182950866,26.79004642458523,70.18250557052211,75.54436281168333,7.393609885921937e-07,394.58050768209966,37.26635185507651,10.870849520821569
2012-01-13,2012,1,2,13,13,2,1019.59,1610.58,1099.620227232873,1588.1942332600213,1168.5216522027454,1333.4336188967752,1084.4099118642985,927.1536967689974,9.578919194019944,6.257622908634218,28.585337633891488,75.46084648757524,75.011542613874,29.827639791431288,oeste,3.828502495452115,0.22241225323586522,3.7834131632643473,80.76970110412282,14.347363139161903,6.541730811304137,27.076253233131677,68.43507702513821,86.15742371065345,9.048678337670864e-07,321.151632847625,37.32643291715539,10.659156031323011
2012-01-14,2012,1,2,14,14,2,1084.7,1133.76,1134.4254910204152,1560.2739046944973,841.0669809158464,1329.1975034789543,1084.4099118642985,927.1536967689974,9.206166865624178,39.21586937221899,27.75992082454372,71.40068672674835,71.24262489757655,28.56226371365551,oeste,3.676316510984331,0.20413480646474322,3.7827550520479805,81.49273020144271,13.677027766996698,6.592163390501269,27.740374792520782,68.79606043559478,88.39550837461921,9.97207617228483e-07,172.59477062541154,37.34350334465987,4.22351181993446
